Waktu,Beban_MW,Suhu_C,Jam,Hari_Minggu,Bulan,Adalah_Libur
2022-02-23 15:00:00,80.17,23.8,15,2,2,0
2022-02-23 16:00:00,82.94,22.9,16,2,2,0
2022-02-23 17:00:00,87.42,22.7,17,2,2,0
2022-02-23 18:00:00,90.98,25.6,18,2,2,0
2022-02-23 19:00:00,91.77,28.2,19,2,2,0
2022-02-23 20:00:00,89.31,27.3,20,2,2,0
2022-02-23 21:00:00,93.29,29.0,21,2,2,0
2022-02-23 22:00:00,84.5,29.3,22,2,2,0
2022-02-23 23:00:00,75.22,30.0,23,2,2,0
2022-02-24 00:00:00,51.15,31.5,0,3,2,0
2022-02-24 01:00:00,51.41,30.9,1,3,2,0
2022-02-24 02:00:00,51.86,31.5,2,3,2,0
2022-02-24 03:00:00,52.17,31.4,3,3,2,0
2022-02-24 04:00:00,52.2,30.2,4,3,2,0
2022-02-24 05:00:00,52.63,30.9,5,3,2,0
2022-02-24 06:00:00,59.21,29.1,6,3,2,0
2022-02-24 07:00:00,62.57,27.7,7,3,2,0
2022-02-24 08:00:00,70.13,27.7,8,3,2,0
2022-02-24 09:00:00,71.9,25.5,9,3,2,0
2022-02-24 10:00:00,76.88,25.3,10,3,2,0
2022-02-24 11:00:00,75.92,24.4,11,3,2,0
2022-02-24 12:00:00,75.65,24.7,12,3,2,0
2022-02-24 13:00:00,82.28,23.8,13,3,2,0
2022-02-24 14:00:00,82.44,23.2,14,3,2,0
2022-02-24 15:00:00,80.98,24.1,15,3,2,0
2022-02-24 16:00:00,80.68,24.9,16,3,2,0
2022-02-24 17:00:00,87.3,24.9,17,3,2,0
2022-02-24 18:00:00,88.35,25.3,18,3,2,0
2022-02-24 19:00:00,88.04,25.2,19,3,2,0
2022-02-24 20:00:00,90.19,26.4,20,3,2,0
2022-02-24 21:00:00,95.09,28.1,21,3,2,0
2022-02-24 22:00:00,86.05,28.8,22,3,2,0
2022-02-24 23:00:00,75.14,29.9,23,3,2,0
2022-02-25 00:00:00,49.82,30.8,0,4,2,0
2022-02-25 01:00:00,50.97,31.6,1,4,2,0
2022-02-25 02:00:00,51.01,31.2,2,4,2,0
2022-02-25 03:00:00,52.4,31.5,3,4,2,0
2022-02-25 04:00:00,52.71,30.8,4,4,2,0
2022-02-25 05:00:00,54.39,28.5,5,4,2,0
2022-02-25 06:00:00,59.63,28.5,6,4,2,0
2022-02-25 07:00:00,63.88,28.2,7,4,2,0
2022-02-25 08:00:00,67.0,26.3,8,4,2,0
2022-02-25 09:00:00,75.08,26.7,9,4,2,0
2022-02-25 10:00:00,74.85,26.5,10,4,2,0
2022-02-25 11:00:00,73.34,25.4,11,4,2,0
2022-02-25 12:00:00,78.13,23.6,12,4,2,0
2022-02-25 13:00:00,78.28,24.6,13,4,2,0
2022-02-25 14:00:00,79.3,23.4,14,4,2,0
2022-02-25 15:00:00,80.22,23.1,15,4,2,0
2022-02-25 16:00:00,79.81,23.3,16,4,2,0
2022-02-25 17:00:00,86.47,24.2,17,4,2,0
2022-02-25 18:00:00,87.85,25.0,18,4,2,0
2022-02-25 19:00:00,86.06,26.4,19,4,2,0
2022-02-25 20:00:00,93.76,27.4,20,4,2,0
2022-02-25 21:00:00,89.61,28.3,21,4,2,0
2022-02-25 22:00:00,80.75,29.6,22,4,2,0
2022-02-25 23:00:00,73.7,31.0,23,4,2,0
2022-02-26 00:00:00,45.37,31.5,0,5,2,1
2022-02-26 01:00:00,45.87,29.9,1,5,2,1
2022-02-26 02:00:00,44.76,29.2,2,5,2,1
2022-02-26 03:00:00,49.19,31.9,3,5,2,1
2022-02-26 04:00:00,47.02,29.6,4,5,2,1
2022-02-26 05:00:00,48.23,29.9,5,5,2,1
2022-02-26 06:00:00,52.13,28.3,6,5,2,1
2022-02-26 07:00:00,54.16,26.9,7,5,2,1
2022-02-26 08:00:00,61.16,27.7,8,5,2,1
2022-02-26 09:00:00,68.11,26.8,9,5,2,1
2022-02-26 10:00:00,73.73,24.8,10,5,2,1
2022-02-26 11:00:00,67.15,22.4,11,5,2,1
2022-02-26 12:00:00,70.58,23.4,12,5,2,1
2022-02-26 13:00:00,70.76,23.7,13,5,2,1
2022-02-26 14:00:00,75.92,22.1,14,5,2,1
2022-02-26 15:00:00,70.34,23.6,15,5,2,1
2022-02-26 16:00:00,73.59,23.8,16,5,2,1
2022-02-26 17:00:00,75.4,24.9,17,5,2,1
2022-02-26 18:00:00,78.63,25.4,18,5,2,1
2022-02-26 19:00:00,80.47,25.5,19,5,2,1
2022-02-26 20:00:00,83.84,28.2,20,5,2,1
2022-02-26 21:00:00,80.3,28.2,21,5,2,1
2022-02-26 22:00:00,74.79,29.2,22,5,2,1
2022-02-26 23:00:00,64.99,29.3,23,5,2,1
2022-02-27 00:00:00,44.42,30.4,0,6,2,1
2022-02-27 01:00:00,45.98,30.4,1,6,2,1
2022-02-27 02:00:00,45.48,31.1,2,6,2,1
2022-02-27 03:00:00,50.16,32.5,3,6,2,1
2022-02-27 04:00:00,46.15,29.6,4,6,2,1
2022-02-27 05:00:00,48.06,28.8,5,6,2,1
2022-02-27 06:00:00,53.84,30.4,6,6,2,1
2022-02-27 07:00:00,56.37,28.1,7,6,2,1
2022-02-27 08:00:00,60.68,26.7,8,6,2,1
2022-02-27 09:00:00,67.61,27.1,9,6,2,1
2022-02-27 10:00:00,69.63,24.8,10,6,2,1
2022-02-27 11:00:00,68.19,25.9,11,6,2,1
2022-02-27 12:00:00,68.12,24.3,12,6,2,1
2022-02-27 13:00:00,72.8,23.0,13,6,2,1
2022-02-27 14:00:00,70.19,25.0,14,6,2,1
2022-02-27 15:00:00,70.42,22.9,15,6,2,1
2022-02-27 16:00:00,70.82,24.4,16,6,2,1
2022-02-27 17:00:00,77.14,24.7,17,6,2,1
2022-02-27 18:00:00,76.81,26.3,18,6,2,1
2022-02-27 19:00:00,77.0,27.5,19,6,2,1
2022-02-27 20:00:00,79.76,27.3,20,6,2,1
2022-02-27 21:00:00,83.49,27.7,21,6,2,1
2022-02-27 22:00:00,72.06,29.6,22,6,2,1
2022-02-27 23:00:00,64.82,29.6,23,6,2,1
2022-02-28 00:00:00,53.03,32.3,0,0,2,0
2022-02-28 01:00:00,50.77,31.2,1,0,2,0
2022-02-28 02:00:00,51.91,31.0,2,0,2,0
2022-02-28 03:00:00,51.94,31.3,3,0,2,0
2022-02-28 04:00:00,54.22,29.7,4,0,2,0
2022-02-28 05:00:00,51.9,29.3,5,0,2,0
2022-02-28 06:00:00,58.69,30.2,6,0,2,0
2022-02-28 07:00:00,64.61,27.8,7,0,2,0
2022-02-28 08:00:00,68.08,26.4,8,0,2,0
2022-02-28 09:00:00,73.82,26.7,9,0,2,0
2022-02-28 10:00:00,74.79,26.2,10,0,2,0
2022-02-28 11:00:00,76.27,25.0,11,0,2,0
2022-02-28 12:00:00,78.26,24.6,12,0,2,0
2022-02-28 13:00:00,80.54,22.8,13,0,2,0
2022-02-28 14:00:00,79.57,22.1,14,0,2,0
2022-02-28 15:00:00,79.37,24.6,15,0,2,0
2022-02-28 16:00:00,79.63,23.5,16,0,2,0
2022-02-28 17:00:00,84.06,24.2,17,0,2,0
2022-02-28 18:00:00,85.16,26.3,18,0,2,0
2022-02-28 19:00:00,90.02,26.7,19,0,2,0
2022-02-28 20:00:00,92.69,27.6,20,0,2,0
2022-02-28 21:00:00,94.26,30.0,21,0,2,0
2022-02-28 22:00:00,77.66,28.8,22,0,2,0
2022-02-28 23:00:00,73.58,30.8,23,0,2,0
2022-03-01 00:00:00,48.73,31.5,0,1,3,0
2022-03-01 01:00:00,51.63,32.1,1,1,3,0
2022-03-01 02:00:00,53.36,33.2,2,1,3,0
2022-03-01 03:00:00,54.28,32.3,3,1,3,0
2022-03-01 04:00:00,54.15,31.9,4,1,3,0
2022-03-01 05:00:00,52.9,31.7,5,1,3,0
2022-03-01 06:00:00,56.74,29.7,6,1,3,0
2022-03-01 07:00:00,62.4,28.4,7,1,3,0
2022-03-01 08:00:00,67.88,27.2,8,1,3,0
2022-03-01 09:00:00,71.01,25.4,9,1,3,0
2022-03-01 10:00:00,72.23,27.6,10,1,3,0
2022-03-01 11:00:00,76.13,24.3,11,1,3,0
2022-03-01 12:00:00,74.8,24.4,12,1,3,0
2022-03-01 13:00:00,76.26,23.9,13,1,3,0
2022-03-01 14:00:00,79.21,24.2,14,1,3,0
2022-03-01 15:00:00,79.14,24.8,15,1,3,0
2022-03-01 16:00:00,78.5,25.2,16,1,3,0
2022-03-01 17:00:00,84.55,24.7,17,1,3,0
2022-03-01 18:00:00,87.27,25.9,18,1,3,0
2022-03-01 19:00:00,87.4,27.2,19,1,3,0
2022-03-01 20:00:00,90.3,27.8,20,1,3,0
2022-03-01 21:00:00,91.51,30.3,21,1,3,0
2022-03-01 22:00:00,82.87,30.4,22,1,3,0
2022-03-01 23:00:00,75.33,31.4,23,1,3,0
2022-03-02 00:00:00,51.2,32.0,0,2,3,0
2022-03-02 01:00:00,53.59,32.8,1,2,3,0
2022-03-02 02:00:00,53.3,32.1,2,2,3,0
2022-03-02 03:00:00,52.12,30.8,3,2,3,0
2022-03-02 04:00:00,53.6,31.8,4,2,3,0
2022-03-02 05:00:00,52.82,30.3,5,2,3,0
2022-03-02 06:00:00,56.72,29.6,6,2,3,0
2022-03-02 07:00:00,63.0,29.5,7,2,3,0
2022-03-02 08:00:00,68.72,29.0,8,2,3,0
2022-03-02 09:00:00,72.03,27.0,9,2,3,0
2022-03-02 10:00:00,74.52,26.2,10,2,3,0
2022-03-02 11:00:00,74.98,26.5,11,2,3,0
2022-03-02 12:00:00,77.34,24.7,12,2,3,0
2022-03-02 13:00:00,78.07,26.2,13,2,3,0
2022-03-02 14:00:00,78.72,24.5,14,2,3,0
2022-03-02 15:00:00,78.82,22.7,15,2,3,0
2022-03-02 16:00:00,80.76,25.1,16,2,3,0
2022-03-02 17:00:00,85.62,25.5,17,2,3,0
2022-03-02 18:00:00,86.48,27.0,18,2,3,0
2022-03-02 19:00:00,89.19,27.5,19,2,3,0
2022-03-02 20:00:00,89.41,27.9,20,2,3,0
2022-03-02 21:00:00,92.76,28.1,21,2,3,0
2022-03-02 22:00:00,80.26,29.8,22,2,3,0
2022-03-02 23:00:00,72.21,30.1,23,2,3,0
2022-03-03 00:00:00,47.84,31.0,0,3,3,0
2022-03-03 01:00:00,51.39,32.3,1,3,3,0
2022-03-03 02:00:00,52.22,33.3,2,3,3,0
2022-03-03 03:00:00,54.32,32.2,3,3,3,0
2022-03-03 04:00:00,53.29,30.5,4,3,3,0
2022-03-03 05:00:00,55.14,31.2,5,3,3,0
2022-03-03 06:00:00,59.46,31.0,6,3,3,0
2022-03-03 07:00:00,61.26,28.5,7,3,3,0
2022-03-03 08:00:00,66.64,27.9,8,3,3,0
2022-03-03 09:00:00,75.41,27.0,9,3,3,0
2022-03-03 10:00:00,76.77,25.4,10,3,3,0
2022-03-03 11:00:00,76.23,25.7,11,3,3,0
2022-03-03 12:00:00,76.2,24.4,12,3,3,0
2022-03-03 13:00:00,81.18,24.5,13,3,3,0
2022-03-03 14:00:00,78.8,23.3,14,3,3,0
2022-03-03 15:00:00,80.31,23.8,15,3,3,0
2022-03-03 16:00:00,82.15,25.1,16,3,3,0
2022-03-03 17:00:00,84.31,24.9,17,3,3,0
2022-03-03 18:00:00,88.73,27.4,18,3,3,0
2022-03-03 19:00:00,89.66,26.6,19,3,3,0
2022-03-03 20:00:00,90.1,28.2,20,3,3,0
2022-03-03 21:00:00,89.77,29.8,21,3,3,0
2022-03-03 22:00:00,79.71,28.9,22,3,3,0
2022-03-03 23:00:00,72.07,29.4,23,3,3,0
2022-03-04 00:00:00,46.87,30.2,0,4,3,0
2022-03-04 01:00:00,52.58,32.9,1,4,3,0
2022-03-04 02:00:00,52.4,31.6,2,4,3,0
2022-03-04 03:00:00,56.6,33.9,3,4,3,0
2022-03-04 04:00:00,51.64,31.0,4,4,3,0
2022-03-04 05:00:00,55.46,31.0,5,4,3,0
2022-03-04 06:00:00,61.65,31.2,6,4,3,0
2022-03-04 07:00:00,64.84,30.6,7,4,3,0
2022-03-04 08:00:00,67.03,29.6,8,4,3,0
2022-03-04 09:00:00,72.62,27.9,9,4,3,0
2022-03-04 10:00:00,74.5,26.8,10,4,3,0
2022-03-04 11:00:00,76.46,25.6,11,4,3,0
2022-03-04 12:00:00,77.05,25.2,12,4,3,0
2022-03-04 13:00:00,79.42,23.7,13,4,3,0
2022-03-04 14:00:00,79.79,23.3,14,4,3,0
2022-03-04 15:00:00,80.37,24.1,15,4,3,0
2022-03-04 16:00:00,79.18,24.4,16,4,3,0
2022-03-04 17:00:00,85.19,24.8,17,4,3,0
2022-03-04 18:00:00,86.22,26.6,18,4,3,0
2022-03-04 19:00:00,92.2,27.7,19,4,3,0
2022-03-04 20:00:00,92.88,28.1,20,4,3,0
2022-03-04 21:00:00,93.13,30.2,21,4,3,0
2022-03-04 22:00:00,83.23,29.1,22,4,3,0
2022-03-04 23:00:00,74.37,30.7,23,4,3,0
2022-03-05 00:00:00,44.57,30.9,0,5,3,1
2022-03-05 01:00:00,43.2,30.4,1,5,3,1
2022-03-05 02:00:00,47.09,31.9,2,5,3,1
2022-03-05 03:00:00,47.76,31.8,3,5,3,1
2022-03-05 04:00:00,48.88,32.7,4,5,3,1
2022-03-05 05:00:00,47.69,31.3,5,5,3,1
2022-03-05 06:00:00,52.14,29.2,6,5,3,1
2022-03-05 07:00:00,58.37,30.5,7,5,3,1
2022-03-05 08:00:00,59.35,29.0,8,5,3,1
2022-03-05 09:00:00,64.68,27.4,9,5,3,1
2022-03-05 10:00:00,68.9,25.8,10,5,3,1
2022-03-05 11:00:00,67.07,24.4,11,5,3,1
2022-03-05 12:00:00,69.58,24.2,12,5,3,1
2022-03-05 13:00:00,70.76,25.0,13,5,3,1
2022-03-05 14:00:00,72.77,25.5,14,5,3,1
2022-03-05 15:00:00,70.54,25.4,15,5,3,1
2022-03-05 16:00:00,72.09,24.1,16,5,3,1
2022-03-05 17:00:00,77.51,24.3,17,5,3,1
2022-03-05 18:00:00,78.94,26.1,18,5,3,1
2022-03-05 19:00:00,79.98,25.5,19,5,3,1
2022-03-05 20:00:00,81.79,28.3,20,5,3,1
2022-03-05 21:00:00,85.67,28.9,21,5,3,1
2022-03-05 22:00:00,77.79,29.6,22,5,3,1
2022-03-05 23:00:00,63.83,29.6,23,5,3,1
2022-03-06 00:00:00,43.37,31.9,0,6,3,1
2022-03-06 01:00:00,46.45,31.4,1,6,3,1
2022-03-06 02:00:00,46.57,31.1,2,6,3,1
2022-03-06 03:00:00,46.55,29.6,3,6,3,1
2022-03-06 04:00:00,48.8,31.4,4,6,3,1
2022-03-06 05:00:00,50.4,32.2,5,6,3,1
2022-03-06 06:00:00,55.41,31.3,6,6,3,1
2022-03-06 07:00:00,57.78,28.7,7,6,3,1
2022-03-06 08:00:00,59.05,27.5,8,6,3,1
2022-03-06 09:00:00,64.58,27.3,9,6,3,1
2022-03-06 10:00:00,66.96,25.2,10,6,3,1
2022-03-06 11:00:00,68.59,25.4,11,6,3,1
2022-03-06 12:00:00,68.95,25.1,12,6,3,1
2022-03-06 13:00:00,71.77,25.1,13,6,3,1
2022-03-06 14:00:00,73.58,23.9,14,6,3,1
2022-03-06 15:00:00,74.77,24.0,15,6,3,1
2022-03-06 16:00:00,72.89,23.8,16,6,3,1
2022-03-06 17:00:00,75.71,24.5,17,6,3,1
2022-03-06 18:00:00,78.26,25.8,18,6,3,1
2022-03-06 19:00:00,79.7,27.3,19,6,3,1
2022-03-06 20:00:00,82.11,28.7,20,6,3,1
2022-03-06 21:00:00,82.32,28.4,21,6,3,1
2022-03-06 22:00:00,78.86,31.2,22,6,3,1
2022-03-06 23:00:00,65.29,30.6,23,6,3,1
2022-03-07 00:00:00,50.04,31.4,0,0,3,0
2022-03-07 01:00:00,52.84,31.3,1,0,3,0
2022-03-07 02:00:00,49.48,30.1,2,0,3,0
2022-03-07 03:00:00,54.19,32.6,3,0,3,0
2022-03-07 04:00:00,53.43,32.1,4,0,3,0
2022-03-07 05:00:00,53.67,30.6,5,0,3,0
2022-03-07 06:00:00,57.44,30.1,6,0,3,0
2022-03-07 07:00:00,64.21,29.4,7,0,3,0
2022-03-07 08:00:00,67.96,26.7,8,0,3,0
2022-03-07 09:00:00,71.71,26.5,9,0,3,0
2022-03-07 10:00:00,75.86,26.6,10,0,3,0
2022-03-07 11:00:00,76.32,24.2,11,0,3,0
2022-03-07 12:00:00,78.52,24.8,12,0,3,0
2022-03-07 13:00:00,77.1,23.1,13,0,3,0
2022-03-07 14:00:00,80.54,24.4,14,0,3,0
2022-03-07 15:00:00,81.21,24.1,15,0,3,0
2022-03-07 16:00:00,79.24,23.2,16,0,3,0
2022-03-07 17:00:00,83.57,26.1,17,0,3,0
2022-03-07 18:00:00,87.17,25.4,18,0,3,0
2022-03-07 19:00:00,90.95,26.3,19,0,3,0
2022-03-07 20:00:00,92.26,28.2,20,0,3,0
2022-03-07 21:00:00,91.06,30.0,21,0,3,0
2022-03-07 22:00:00,79.02,29.2,22,0,3,0
2022-03-07 23:00:00,72.81,30.9,23,0,3,0
2022-03-08 00:00:00,49.7,31.8,0,1,3,0
2022-03-08 01:00:00,52.29,32.4,1,1,3,0
2022-03-08 02:00:00,52.36,32.1,2,1,3,0
2022-03-08 03:00:00,52.07,31.6,3,1,3,0
2022-03-08 04:00:00,54.0,30.8,4,1,3,0
2022-03-08 05:00:00,54.1,30.9,5,1,3,0
2022-03-08 06:00:00,57.66,29.1,6,1,3,0
2022-03-08 07:00:00,60.18,26.7,7,1,3,0
2022-03-08 08:00:00,64.38,28.3,8,1,3,0
2022-03-08 09:00:00,70.96,27.7,9,1,3,0
2022-03-08 10:00:00,73.84,24.1,10,1,3,0
2022-03-08 11:00:00,76.94,24.4,11,1,3,0
2022-03-08 12:00:00,73.31,25.0,12,1,3,0
2022-03-08 13:00:00,81.54,25.8,13,1,3,0
2022-03-08 14:00:00,80.22,24.0,14,1,3,0
2022-03-08 15:00:00,82.17,23.6,15,1,3,0
2022-03-08 16:00:00,78.48,24.4,16,1,3,0
2022-03-08 17:00:00,86.67,26.3,17,1,3,0
2022-03-08 18:00:00,87.4,25.5,18,1,3,0
2022-03-08 19:00:00,90.2,26.3,19,1,3,0
2022-03-08 20:00:00,89.74,27.6,20,1,3,0
2022-03-08 21:00:00,91.54,28.3,21,1,3,0
2022-03-08 22:00:00,84.06,30.1,22,1,3,0
2022-03-08 23:00:00,73.93,32.1,23,1,3,0
2022-03-09 00:00:00,50.27,31.7,0,2,3,0
2022-03-09 01:00:00,49.16,31.7,1,2,3,0
2022-03-09 02:00:00,52.81,31.8,2,2,3,0
2022-03-09 03:00:00,53.63,30.6,3,2,3,0
2022-03-09 04:00:00,53.24,32.2,4,2,3,0
2022-03-09 05:00:00,53.73,30.8,5,2,3,0
2022-03-09 06:00:00,59.14,29.9,6,2,3,0
2022-03-09 07:00:00,65.55,31.6,7,2,3,0
2022-03-09 08:00:00,67.98,28.2,8,2,3,0
2022-03-09 09:00:00,72.53,26.4,9,2,3,0
2022-03-09 10:00:00,73.92,25.7,10,2,3,0
2022-03-09 11:00:00,75.9,26.1,11,2,3,0
2022-03-09 12:00:00,77.08,24.6,12,2,3,0
2022-03-09 13:00:00,77.05,23.0,13,2,3,0
2022-03-09 14:00:00,79.83,24.7,14,2,3,0
2022-03-09 15:00:00,82.51,23.6,15,2,3,0
2022-03-09 16:00:00,79.25,26.0,16,2,3,0
2022-03-09 17:00:00,83.61,26.0,17,2,3,0
2022-03-09 18:00:00,86.98,25.6,18,2,3,0
2022-03-09 19:00:00,87.41,28.0,19,2,3,0
2022-03-09 20:00:00,87.7,28.1,20,2,3,0
2022-03-09 21:00:00,91.76,29.7,21,2,3,0
2022-03-09 22:00:00,81.41,30.4,22,2,3,0
2022-03-09 23:00:00,71.69,30.2,23,2,3,0
2022-03-10 00:00:00,49.22,30.9,0,3,3,0
2022-03-10 01:00:00,50.71,32.7,1,3,3,0
2022-03-10 02:00:00,50.24,31.7,2,3,3,0
2022-03-10 03:00:00,53.4,31.5,3,3,3,0
2022-03-10 04:00:00,50.72,30.7,4,3,3,0
2022-03-10 05:00:00,53.27,31.2,5,3,3,0
2022-03-10 06:00:00,58.16,31.7,6,3,3,0
2022-03-10 07:00:00,61.77,28.2,7,3,3,0
2022-03-10 08:00:00,68.35,28.0,8,3,3,0
2022-03-10 09:00:00,73.28,28.1,9,3,3,0
2022-03-10 10:00:00,78.24,25.9,10,3,3,0
2022-03-10 11:00:00,77.73,25.5,11,3,3,0
2022-03-10 12:00:00,75.54,23.7,12,3,3,0
2022-03-10 13:00:00,77.02,24.5,13,3,3,0
2022-03-10 14:00:00,84.38,23.9,14,3,3,0
2022-03-10 15:00:00,81.68,24.9,15,3,3,0
2022-03-10 16:00:00,80.9,25.5,16,3,3,0
2022-03-10 17:00:00,85.92,27.2,17,3,3,0
2022-03-10 18:00:00,87.74,26.5,18,3,3,0
2022-03-10 19:00:00,86.01,27.2,19,3,3,0
2022-03-10 20:00:00,90.46,28.2,20,3,3,0
2022-03-10 21:00:00,90.79,28.8,21,3,3,0
2022-03-10 22:00:00,80.97,30.3,22,3,3,0
2022-03-10 23:00:00,72.3,30.6,23,3,3,0
2022-03-11 00:00:00,51.37,31.6,0,4,3,0
2022-03-11 01:00:00,52.32,32.9,1,4,3,0
2022-03-11 02:00:00,53.45,31.2,2,4,3,0
2022-03-11 03:00:00,52.5,32.8,3,4,3,0
2022-03-11 04:00:00,54.35,32.5,4,4,3,0
2022-03-11 05:00:00,52.07,30.7,5,4,3,0
2022-03-11 06:00:00,55.61,28.3,6,4,3,0
2022-03-11 07:00:00,61.33,28.5,7,4,3,0
2022-03-11 08:00:00,68.19,29.0,8,4,3,0
2022-03-11 09:00:00,73.51,26.9,9,4,3,0
2022-03-11 10:00:00,73.54,25.2,10,4,3,0
2022-03-11 11:00:00,72.56,24.8,11,4,3,0
2022-03-11 12:00:00,79.35,25.2,12,4,3,0
2022-03-11 13:00:00,78.5,24.6,13,4,3,0
2022-03-11 14:00:00,78.11,23.8,14,4,3,0
2022-03-11 15:00:00,80.39,23.8,15,4,3,0
2022-03-11 16:00:00,80.27,24.2,16,4,3,0
2022-03-11 17:00:00,85.22,24.4,17,4,3,0
2022-03-11 18:00:00,87.51,27.3,18,4,3,0
2022-03-11 19:00:00,86.61,26.7,19,4,3,0
2022-03-11 20:00:00,91.58,29.0,20,4,3,0
2022-03-11 21:00:00,90.37,30.3,21,4,3,0
2022-03-11 22:00:00,82.07,30.8,22,4,3,0
2022-03-11 23:00:00,73.91,30.5,23,4,3,0
2022-03-12 00:00:00,46.63,31.8,0,5,3,1
2022-03-12 01:00:00,47.9,31.8,1,5,3,1
2022-03-12 02:00:00,47.68,31.3,2,5,3,1
2022-03-12 03:00:00,48.14,32.1,3,5,3,1
2022-03-12 04:00:00,45.82,30.5,4,5,3,1
2022-03-12 05:00:00,51.35,31.8,5,5,3,1
2022-03-12 06:00:00,53.65,29.6,6,5,3,1
2022-03-12 07:00:00,55.53,29.2,7,5,3,1
2022-03-12 08:00:00,62.26,28.2,8,5,3,1
2022-03-12 09:00:00,65.3,26.8,9,5,3,1
2022-03-12 10:00:00,69.42,26.5,10,5,3,1
2022-03-12 11:00:00,67.63,24.8,11,5,3,1
2022-03-12 12:00:00,72.44,25.2,12,5,3,1
2022-03-12 13:00:00,72.34,23.1,13,5,3,1
2022-03-12 14:00:00,74.89,24.1,14,5,3,1
2022-03-12 15:00:00,71.18,25.7,15,5,3,1
2022-03-12 16:00:00,72.61,23.7,16,5,3,1
2022-03-12 17:00:00,75.5,24.6,17,5,3,1
2022-03-12 18:00:00,80.03,26.4,18,5,3,1
2022-03-12 19:00:00,81.48,27.1,19,5,3,1
2022-03-12 20:00:00,85.59,28.3,20,5,3,1
2022-03-12 21:00:00,82.97,29.4,21,5,3,1
2022-03-12 22:00:00,75.82,30.5,22,5,3,1
2022-03-12 23:00:00,66.6,31.7,23,5,3,1
2022-03-13 00:00:00,45.99,31.8,0,6,3,1
2022-03-13 01:00:00,45.86,31.7,1,6,3,1
2022-03-13 02:00:00,48.18,32.5,2,6,3,1
2022-03-13 03:00:00,50.2,33.4,3,6,3,1
2022-03-13 04:00:00,48.14,31.4,4,6,3,1
2022-03-13 05:00:00,47.77,30.0,5,6,3,1
2022-03-13 06:00:00,53.17,30.9,6,6,3,1
2022-03-13 07:00:00,55.67,28.9,7,6,3,1
2022-03-13 08:00:00,62.47,26.3,8,6,3,1
2022-03-13 09:00:00,66.07,27.6,9,6,3,1
2022-03-13 10:00:00,67.65,25.6,10,6,3,1
2022-03-13 11:00:00,66.16,25.1,11,6,3,1
2022-03-13 12:00:00,69.98,24.8,12,6,3,1
2022-03-13 13:00:00,71.93,24.3,13,6,3,1
2022-03-13 14:00:00,71.29,24.6,14,6,3,1
2022-03-13 15:00:00,75.36,23.8,15,6,3,1
2022-03-13 16:00:00,68.19,24.9,16,6,3,1
2022-03-13 17:00:00,78.59,25.0,17,6,3,1
2022-03-13 18:00:00,79.8,26.6,18,6,3,1
2022-03-13 19:00:00,80.83,27.5,19,6,3,1
2022-03-13 20:00:00,81.48,27.3,20,6,3,1
2022-03-13 21:00:00,83.7,29.9,21,6,3,1
2022-03-13 22:00:00,74.98,29.6,22,6,3,1
2022-03-13 23:00:00,65.99,31.5,23,6,3,1
2022-03-14 00:00:00,50.44,31.8,0,0,3,0
2022-03-14 01:00:00,52.75,33.3,1,0,3,0
2022-03-14 02:00:00,51.01,31.8,2,0,3,0
2022-03-14 03:00:00,53.57,31.6,3,0,3,0
2022-03-14 04:00:00,52.99,31.4,4,0,3,0
2022-03-14 05:00:00,52.0,30.6,5,0,3,0
2022-03-14 06:00:00,58.32,30.6,6,0,3,0
2022-03-14 07:00:00,61.37,27.7,7,0,3,0
2022-03-14 08:00:00,69.18,27.2,8,0,3,0
2022-03-14 09:00:00,73.34,26.1,9,0,3,0
2022-03-14 10:00:00,76.69,26.8,10,0,3,0
2022-03-14 11:00:00,75.0,26.5,11,0,3,0
2022-03-14 12:00:00,78.39,24.5,12,0,3,0
2022-03-14 13:00:00,83.56,24.0,13,0,3,0
2022-03-14 14:00:00,80.52,24.1,14,0,3,0
2022-03-14 15:00:00,81.35,25.1,15,0,3,0
2022-03-14 16:00:00,81.08,23.8,16,0,3,0
2022-03-14 17:00:00,83.28,25.4,17,0,3,0
2022-03-14 18:00:00,88.3,26.8,18,0,3,0
2022-03-14 19:00:00,89.27,27.4,19,0,3,0
2022-03-14 20:00:00,89.69,28.2,20,0,3,0
2022-03-14 21:00:00,89.98,29.8,21,0,3,0
2022-03-14 22:00:00,82.06,27.8,22,0,3,0
2022-03-14 23:00:00,72.62,31.4,23,0,3,0
2022-03-15 00:00:00,51.12,30.9,0,1,3,0
2022-03-15 01:00:00,49.56,30.4,1,1,3,0
2022-03-15 02:00:00,51.6,32.4,2,1,3,0
2022-03-15 03:00:00,53.99,33.0,3,1,3,0
2022-03-15 04:00:00,53.28,31.4,4,1,3,0
2022-03-15 05:00:00,57.34,31.6,5,1,3,0
2022-03-15 06:00:00,58.75,31.3,6,1,3,0
2022-03-15 07:00:00,63.56,30.1,7,1,3,0
2022-03-15 08:00:00,67.36,29.3,8,1,3,0
2022-03-15 09:00:00,73.86,27.6,9,1,3,0
2022-03-15 10:00:00,73.78,26.1,10,1,3,0
2022-03-15 11:00:00,74.26,23.9,11,1,3,0
2022-03-15 12:00:00,76.7,24.3,12,1,3,0
2022-03-15 13:00:00,78.48,23.5,13,1,3,0
2022-03-15 14:00:00,78.97,25.7,14,1,3,0
2022-03-15 15:00:00,79.05,24.0,15,1,3,0
